sku,mpn,_type,_attribute_set,_category,_root_category,status,is_purchaseable,manufacturer,brand,suppliers,name,description,short_description,map,price,_group_price_website,_group_price_customer_group,_group_price_price,donation_cost,donation_percent,tax_class_id,_product_websites
DogtraBundle-24,DogtraBundle-24,,,,,,,,,,"Dogtra 1900S HANDSFREE Remote Trainer with Handsfree Controller Bundle With Dogtra 1"" X 30"" Collar Strap - Orange","This Bundle Contains: 1 Dogtra 1900S HANDSFREE Remote Trainer with Handsfree Controller + 1 Dogtra 1"" X 30"" Collar Strap - Orange<br><b>Dogtra 1900S HANDSFREE Remote Trainer with Handsfree Controller</b><br>The Dogtra 1900S-HANDSFREE gives you discrete control while freeing up your harns for multi-tasking. The curved slimline receiver design and wireless finger button, the Dogtra 1900S Handsfree makes the perfect discreet trainer for hunting dogs, K9 professional or anyone looking for discreet control. Designed for mild to stubborn tempered dogs 25lbs and larger. The Unique checkered grips make handling the remote a cinch.<br><br><b>Dogtra 1"" X 30"" Collar Strap - Orange</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,279.98,279.98,,,,,,,
DogtraBundle-25,DogtraBundle-25,,,,,,,,,,"Dogtra 1900S HANDSFREE Remote Trainer with Handsfree Controller Bundle With Dogtra 1"" X 30"" Collar Strap - Blue","This Bundle Contains: 1 Dogtra 1900S HANDSFREE Remote Trainer with Handsfree Controller + 1 Dogtra 1"" X 30"" Collar Strap - Blue<br><b>Dogtra 1900S HANDSFREE Remote Trainer with Handsfree Controller</b><br>The Dogtra 1900S-HANDSFREE gives you discrete control while freeing up your harns for multi-tasking. The curved slimline receiver design and wireless finger button, the Dogtra 1900S Handsfree makes the perfect discreet trainer for hunting dogs, K9 professional or anyone looking for discreet control. Designed for mild to stubborn tempered dogs 25lbs and larger. The Unique checkered grips make handling the remote a cinch.<br><br><b>Dogtra 1"" X 30"" Collar Strap - Blue</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,279.98,279.98,,,,,,,
DogtraBundle-26,DogtraBundle-26,,,,,,,,,,"Dogtra 1900S HANDSFREE Remote Trainer with Handsfree Controller Bundle With Dogtra 1"" X 30"" Collar Strap - Green","This Bundle Contains: 1 Dogtra 1900S HANDSFREE Remote Trainer with Handsfree Controller + 1 Dogtra 1"" X 30"" Collar Strap - Green<br><b>Dogtra 1900S HANDSFREE Remote Trainer with Handsfree Controller</b><br>The Dogtra 1900S-HANDSFREE gives you discrete control while freeing up your harns for multi-tasking. The curved slimline receiver design and wireless finger button, the Dogtra 1900S Handsfree makes the perfect discreet trainer for hunting dogs, K9 professional or anyone looking for discreet control. Designed for mild to stubborn tempered dogs 25lbs and larger. The Unique checkered grips make handling the remote a cinch.<br><br><b>Dogtra 1"" X 30"" Collar Strap - Green</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,279.98,279.98,,,,,,,
DogtraBundle-27,DogtraBundle-27,,,,,,,,,,Dogtra 1900S Black Edition Remote Trainer Bundle With Dogtra Auto Charger BC10AUTO Car Charger,"This Bundle Contains: 1 Dogtra 1900S Black Edition Remote Trainer + 1 Dogtra Auto Charger BC10AUTO Car Charger<br><b>Dogtra 1900S Black Edition Remote Trainer</b><br>The Dogtra 1900S BLACK EDITION is the 1-mile, single-dog version of our bestselling 1900S e-collar, known for its versatility and IPX9K durability, making it the tool of choice for trainers in extreme conditions at extreme ranges. The 1900S BLACK EDITION's receiver is also IPX9K waterproof certified, the highest heat and waterproof level. With its longer range and proven durability, the Dogtra 1900S BLACK EDITION comes with a premium matte black finish and blue LED lights for enhanced tactical fit and aesthetics to excel in the most demanding training conditions for competition or K9 training.<br><br><b>Dogtra Auto Charger BC10AUTO Car Charger</b><br>The Dogtra BC10 Auto is a replacement battery charger for 1902S, 2300, 2500T&B, 3500 series dog training collars.<br>",,329.98,329.98,,,,,,,
DogtraBundle-28,DogtraBundle-28,,,,,,,,,,"Dogtra 1900S Black Edition Remote Trainer Bundle With Dogtra 1"" X 30"" Collar Strap - Black","This Bundle Contains: 1 Dogtra 1900S Black Edition Remote Trainer + 1 Dogtra 1"" X 30"" Collar Strap - Black<br><b>Dogtra 1900S Black Edition Remote Trainer</b><br>The Dogtra 1900S BLACK EDITION is the 1-mile, single-dog version of our bestselling 1900S e-collar, known for its versatility and IPX9K durability, making it the tool of choice for trainers in extreme conditions at extreme ranges. The 1900S BLACK EDITION's receiver is also IPX9K waterproof certified, the highest heat and waterproof level. With its longer range and proven durability, the Dogtra 1900S BLACK EDITION comes with a premium matte black finish and blue LED lights for enhanced tactical fit and aesthetics to excel in the most demanding training conditions for competition or K9 training.<br><br><b>Dogtra 1"" X 30"" Collar Strap - Black</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,309.98,309.98,,,,,,,
DogtraBundle-29,DogtraBundle-29,,,,,,,,,,"Dogtra 1900S Black Edition Remote Trainer Bundle With Dogtra 1"" X 30"" Collar Strap - Orange","This Bundle Contains: 1 Dogtra 1900S Black Edition Remote Trainer + 1 Dogtra 1"" X 30"" Collar Strap - Orange<br><b>Dogtra 1900S Black Edition Remote Trainer</b><br>The Dogtra 1900S BLACK EDITION is the 1-mile, single-dog version of our bestselling 1900S e-collar, known for its versatility and IPX9K durability, making it the tool of choice for trainers in extreme conditions at extreme ranges. The 1900S BLACK EDITION's receiver is also IPX9K waterproof certified, the highest heat and waterproof level. With its longer range and proven durability, the Dogtra 1900S BLACK EDITION comes with a premium matte black finish and blue LED lights for enhanced tactical fit and aesthetics to excel in the most demanding training conditions for competition or K9 training.<br><br><b>Dogtra 1"" X 30"" Collar Strap - Orange</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,309.98,309.98,,,,,,,
DogtraBundle-30,DogtraBundle-30,,,,,,,,,,"Dogtra 1900S Black Edition Remote Trainer Bundle With Dogtra 1"" X 30"" Collar Strap - Blue","This Bundle Contains: 1 Dogtra 1900S Black Edition Remote Trainer + 1 Dogtra 1"" X 30"" Collar Strap - Blue<br><b>Dogtra 1900S Black Edition Remote Trainer</b><br>The Dogtra 1900S BLACK EDITION is the 1-mile, single-dog version of our bestselling 1900S e-collar, known for its versatility and IPX9K durability, making it the tool of choice for trainers in extreme conditions at extreme ranges. The 1900S BLACK EDITION's receiver is also IPX9K waterproof certified, the highest heat and waterproof level. With its longer range and proven durability, the Dogtra 1900S BLACK EDITION comes with a premium matte black finish and blue LED lights for enhanced tactical fit and aesthetics to excel in the most demanding training conditions for competition or K9 training.<br><br><b>Dogtra 1"" X 30"" Collar Strap - Blue</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,309.98,309.98,,,,,,,
DogtraBundle-31,DogtraBundle-31,,,,,,,,,,"Dogtra 1900S Black Edition Remote Trainer Bundle With Dogtra 1"" X 30"" Collar Strap - Green","This Bundle Contains: 1 Dogtra 1900S Black Edition Remote Trainer + 1 Dogtra 1"" X 30"" Collar Strap - Green<br><b>Dogtra 1900S Black Edition Remote Trainer</b><br>The Dogtra 1900S BLACK EDITION is the 1-mile, single-dog version of our bestselling 1900S e-collar, known for its versatility and IPX9K durability, making it the tool of choice for trainers in extreme conditions at extreme ranges. The 1900S BLACK EDITION's receiver is also IPX9K waterproof certified, the highest heat and waterproof level. With its longer range and proven durability, the Dogtra 1900S BLACK EDITION comes with a premium matte black finish and blue LED lights for enhanced tactical fit and aesthetics to excel in the most demanding training conditions for competition or K9 training.<br><br><b>Dogtra 1"" X 30"" Collar Strap - Green</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,309.98,309.98,,,,,,,
DogtraBundle-32,DogtraBundle-32,,,,,,,,,,Dogtra 1902S Two-Dog Remote Trainer Bundle With Dogtra Auto Charger BC10AUTO Car Charger,"This Bundle Contains: 1 Dogtra 1902S Two-Dog Remote Trainer + 1 Dogtra Auto Charger BC10AUTO Car Charger<br><b>Dogtra 1902S Two-Dog Remote Trainer</b><br>The Dogtra 1902S dog system has a 100% waterproof collar features a 3/4 mile range along with Nick and Constant stimulations. It also offers non-stimulating high performance pager. This dog system has water excelling enhanced contact points with 2-hour quick charge. The LCD on the handheld transmitter displays the battery life and stimulation level.<br><br><b>Dogtra Auto Charger BC10AUTO Car Charger</b><br>The Dogtra BC10 Auto is a replacement battery charger for 1902S, 2300, 2500T&B, 3500 series dog training collars.<br>",,399.98,399.98,,,,,,,
DogtraBundle-33,DogtraBundle-33,,,,,,,,,,"Dogtra 1902S Two-Dog Remote Trainer Bundle With Dogtra 1"" X 30"" Collar Strap - Black","This Bundle Contains: 1 Dogtra 1902S Two-Dog Remote Trainer + 1 Dogtra 1"" X 30"" Collar Strap - Black<br><b>Dogtra 1902S Two-Dog Remote Trainer</b><br>The Dogtra 1902S dog system has a 100% waterproof collar features a 3/4 mile range along with Nick and Constant stimulations. It also offers non-stimulating high performance pager. This dog system has water excelling enhanced contact points with 2-hour quick charge. The LCD on the handheld transmitter displays the battery life and stimulation level.<br><br><b>Dogtra 1"" X 30"" Collar Strap - Black</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,379.98,379.98,,,,,,,
DogtraBundle-34,DogtraBundle-34,,,,,,,,,,"Dogtra 1902S Two-Dog Remote Trainer Bundle With Dogtra 1"" X 30"" Collar Strap - Orange","This Bundle Contains: 1 Dogtra 1902S Two-Dog Remote Trainer + 1 Dogtra 1"" X 30"" Collar Strap - Orange<br><b>Dogtra 1902S Two-Dog Remote Trainer</b><br>The Dogtra 1902S dog system has a 100% waterproof collar features a 3/4 mile range along with Nick and Constant stimulations. It also offers non-stimulating high performance pager. This dog system has water excelling enhanced contact points with 2-hour quick charge. The LCD on the handheld transmitter displays the battery life and stimulation level.<br><br><b>Dogtra 1"" X 30"" Collar Strap - Orange</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,379.98,379.98,,,,,,,
DogtraBundle-35,DogtraBundle-35,,,,,,,,,,"Dogtra 1902S Two-Dog Remote Trainer Bundle With Dogtra 1"" X 30"" Collar Strap - Blue","This Bundle Contains: 1 Dogtra 1902S Two-Dog Remote Trainer + 1 Dogtra 1"" X 30"" Collar Strap - Blue<br><b>Dogtra 1902S Two-Dog Remote Trainer</b><br>The Dogtra 1902S dog system has a 100% waterproof collar features a 3/4 mile range along with Nick and Constant stimulations. It also offers non-stimulating high performance pager. This dog system has water excelling enhanced contact points with 2-hour quick charge. The LCD on the handheld transmitter displays the battery life and stimulation level.<br><br><b>Dogtra 1"" X 30"" Collar Strap - Blue</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,379.98,379.98,,,,,,,
DogtraBundle-36,DogtraBundle-36,,,,,,,,,,"Dogtra 1902S Two-Dog Remote Trainer Bundle With Dogtra 1"" X 30"" Collar Strap - Green","This Bundle Contains: 1 Dogtra 1902S Two-Dog Remote Trainer + 1 Dogtra 1"" X 30"" Collar Strap - Green<br><b>Dogtra 1902S Two-Dog Remote Trainer</b><br>The Dogtra 1902S dog system has a 100% waterproof collar features a 3/4 mile range along with Nick and Constant stimulations. It also offers non-stimulating high performance pager. This dog system has water excelling enhanced contact points with 2-hour quick charge. The LCD on the handheld transmitter displays the battery life and stimulation level.<br><br><b>Dogtra 1"" X 30"" Collar Strap - Green</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,379.98,379.98,,,,,,,
DogtraBundle-37,DogtraBundle-37,,,,,,,,,,"Dogtra ARC Remote Trainer Bundle With Dogtra 1"" X 30"" Collar Strap - Black","This Bundle Contains: 1 Dogtra ARC Remote Trainer + 1 Dogtra 1"" X 30"" Collar Strap - Black<br><b>Dogtra ARC Remote Trainer</b><br>The Dogtra ARC Remote Trainer is a low profile receiver collar that is ergonomically shaped to your dog’s neck. The checkered grips on the handheld transmitter allow you to always have a firm grip of the training at hand. The ARC is a low to medium output e-collar designed for all breeds with medium to soft temperaments.<br><br><b>Dogtra 1"" X 30"" Collar Strap - Black</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,244.98,244.98,,,,,,,
DogtraBundle-38,DogtraBundle-38,,,,,,,,,,"Dogtra ARC Remote Trainer Bundle With Dogtra 1"" X 30"" Collar Strap - Orange","This Bundle Contains: 1 Dogtra ARC Remote Trainer + 1 Dogtra 1"" X 30"" Collar Strap - Orange<br><b>Dogtra ARC Remote Trainer</b><br>The Dogtra ARC Remote Trainer is a low profile receiver collar that is ergonomically shaped to your dog’s neck. The checkered grips on the handheld transmitter allow you to always have a firm grip of the training at hand. The ARC is a low to medium output e-collar designed for all breeds with medium to soft temperaments.<br><br><b>Dogtra 1"" X 30"" Collar Strap - Orange</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,244.98,244.98,,,,,,,
DogtraBundle-39,DogtraBundle-39,,,,,,,,,,"Dogtra ARC Remote Trainer Bundle With Dogtra 1"" X 30"" Collar Strap - Blue","This Bundle Contains: 1 Dogtra ARC Remote Trainer + 1 Dogtra 1"" X 30"" Collar Strap - Blue<br><b>Dogtra ARC Remote Trainer</b><br>The Dogtra ARC Remote Trainer is a low profile receiver collar that is ergonomically shaped to your dog’s neck. The checkered grips on the handheld transmitter allow you to always have a firm grip of the training at hand. The ARC is a low to medium output e-collar designed for all breeds with medium to soft temperaments.<br><br><b>Dogtra 1"" X 30"" Collar Strap - Blue</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,244.98,244.98,,,,,,,
DogtraBundle-40,DogtraBundle-40,,,,,,,,,,"Dogtra ARC Remote Trainer Bundle With Dogtra 1"" X 30"" Collar Strap - Green","This Bundle Contains: 1 Dogtra ARC Remote Trainer + 1 Dogtra 1"" X 30"" Collar Strap - Green<br><b>Dogtra ARC Remote Trainer</b><br>The Dogtra ARC Remote Trainer is a low profile receiver collar that is ergonomically shaped to your dog’s neck. The checkered grips on the handheld transmitter allow you to always have a firm grip of the training at hand. The ARC is a low to medium output e-collar designed for all breeds with medium to soft temperaments.<br><br><b>Dogtra 1"" X 30"" Collar Strap - Green</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,244.98,244.98,,,,,,,
DogtraBundle-41,DogtraBundle-41,,,,,,,,,,Dogtra ARC Remote Trainer Bundle With Dogtra Auto Charger BC10AUTO Car Charger,"This Bundle Contains: 1 Dogtra ARC Remote Trainer + 1 Dogtra Auto Charger BC10AUTO Car Charger<br><b>Dogtra ARC Remote Trainer</b><br>The Dogtra ARC Remote Trainer is a low profile receiver collar that is ergonomically shaped to your dog’s neck. The checkered grips on the handheld transmitter allow you to always have a firm grip of the training at hand. The ARC is a low to medium output e-collar designed for all breeds with medium to soft temperaments.<br><br><b>Dogtra Auto Charger BC10AUTO Car Charger</b><br>The Dogtra BC10 Auto is a replacement battery charger for 1902S, 2300, 2500T&B, 3500 series dog training collars.<br>",,264.98,264.98,,,,,,,
DogtraBundle-42,DogtraBundle-42,,,,,,,,,,"Dogtra ARC HANDSFREE Remote Trainer with Handsfree Controller Bundle With Dogtra 1"" X 30"" Collar Strap - Black","This Bundle Contains: 1 Dogtra ARC HANDSFREE Remote Trainer with Handsfree Controller + 1 Dogtra 1"" X 30"" Collar Strap - Black<br><b>Dogtra ARC HANDSFREE Remote Trainer with Handsfree Controller</b><br>The Dogtra ARC HANDSFREE is a e-collar Remote Trainer with a low profile receiver collar that is ergonomically shaped to your dog’s neck. The main thing in the ARC HANDSFREE is the Handsfree Remote Controller, which gives you the freedom to multitask and have discrete control. The checkered grips on the handheld transmitter allow you to always have a firm grip of the training at hand. The ARC is a low to medium output e-collar designed for all breeds with medium to soft temperaments.<br><br><b>Dogtra 1"" X 30"" Collar Strap - Black</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,259.98,259.98,,,,,,,
DogtraBundle-43,DogtraBundle-43,,,,,,,,,,"Dogtra ARC HANDSFREE Remote Trainer with Handsfree Controller Bundle With Dogtra 1"" X 30"" Collar Strap - Orange","This Bundle Contains: 1 Dogtra ARC HANDSFREE Remote Trainer with Handsfree Controller + 1 Dogtra 1"" X 30"" Collar Strap - Orange<br><b>Dogtra ARC HANDSFREE Remote Trainer with Handsfree Controller</b><br>The Dogtra ARC HANDSFREE is a e-collar Remote Trainer with a low profile receiver collar that is ergonomically shaped to your dog’s neck. The main thing in the ARC HANDSFREE is the Handsfree Remote Controller, which gives you the freedom to multitask and have discrete control. The checkered grips on the handheld transmitter allow you to always have a firm grip of the training at hand. The ARC is a low to medium output e-collar designed for all breeds with medium to soft temperaments.<br><br><b>Dogtra 1"" X 30"" Collar Strap - Orange</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,259.98,259.98,,,,,,,
DogtraBundle-44,DogtraBundle-44,,,,,,,,,,"Dogtra ARC HANDSFREE Remote Trainer with Handsfree Controller Bundle With Dogtra 1"" X 30"" Collar Strap - Blue","This Bundle Contains: 1 Dogtra ARC HANDSFREE Remote Trainer with Handsfree Controller + 1 Dogtra 1"" X 30"" Collar Strap - Blue<br><b>Dogtra ARC HANDSFREE Remote Trainer with Handsfree Controller</b><br>The Dogtra ARC HANDSFREE is a e-collar Remote Trainer with a low profile receiver collar that is ergonomically shaped to your dog’s neck. The main thing in the ARC HANDSFREE is the Handsfree Remote Controller, which gives you the freedom to multitask and have discrete control. The checkered grips on the handheld transmitter allow you to always have a firm grip of the training at hand. The ARC is a low to medium output e-collar designed for all breeds with medium to soft temperaments.<br><br><b>Dogtra 1"" X 30"" Collar Strap - Blue</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,259.98,259.98,,,,,,,
DogtraBundle-45,DogtraBundle-45,,,,,,,,,,"Dogtra ARC HANDSFREE Remote Trainer with Handsfree Controller Bundle With Dogtra 1"" X 30"" Collar Strap - Green","This Bundle Contains: 1 Dogtra ARC HANDSFREE Remote Trainer with Handsfree Controller + 1 Dogtra 1"" X 30"" Collar Strap - Green<br><b>Dogtra ARC HANDSFREE Remote Trainer with Handsfree Controller</b><br>The Dogtra ARC HANDSFREE is a e-collar Remote Trainer with a low profile receiver collar that is ergonomically shaped to your dog’s neck. The main thing in the ARC HANDSFREE is the Handsfree Remote Controller, which gives you the freedom to multitask and have discrete control. The checkered grips on the handheld transmitter allow you to always have a firm grip of the training at hand. The ARC is a low to medium output e-collar designed for all breeds with medium to soft temperaments.<br><br><b>Dogtra 1"" X 30"" Collar Strap - Green</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,259.98,259.98,,,,,,,
DogtraBundle-46,DogtraBundle-46,,,,,,,,,,Dogtra ARC HANDSFREE Remote Trainer with Handsfree Controller Bundle With Dogtra Auto Charger BC10AUTO Car Charger,"This Bundle Contains: 1 Dogtra ARC HANDSFREE Remote Trainer with Handsfree Controller + 1 Dogtra Auto Charger BC10AUTO Car Charger<br><b>Dogtra ARC HANDSFREE Remote Trainer with Handsfree Controller</b><br>The Dogtra ARC HANDSFREE is a e-collar Remote Trainer with a low profile receiver collar that is ergonomically shaped to your dog’s neck. The main thing in the ARC HANDSFREE is the Handsfree Remote Controller, which gives you the freedom to multitask and have discrete control. The checkered grips on the handheld transmitter allow you to always have a firm grip of the training at hand. The ARC is a low to medium output e-collar designed for all breeds with medium to soft temperaments.<br><br><b>Dogtra Auto Charger BC10AUTO Car Charger</b><br>The Dogtra BC10 Auto is a replacement battery charger for 1902S, 2300, 2500T&B, 3500 series dog training collars.<br>",,279.98,279.98,,,,,,,
DogtraBundle-47,DogtraBundle-47,,,,,,,,,,"Dogtra YS300 No Bark Collar Bundle With Dogtra 3/4"" X 24"" Collar Strap - Black","This Bundle Contains: 1 Dogtra YS300 No Bark Collar + 1 Dogtra 3/4"" X 24"" Collar Strap - Black<br><b>Dogtra YS300 No Bark Collar</b><br>YS300 No-Bark Collar. For dogs 10 pounds and up. Bark recognition; distinguishes bark from surrounding noises. 6 intensity levels. Non-electrical stimulation warning. 2-hour rapid charge Lithium Polymer batteries. LED battery life indicator. Fully waterproof. Charger included<br><br><b>3/4"" X 24"" Collar Strap - Black</b><br> Technical Features for Dogtra 3/4"" x 28"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,94.98,94.98,,,,,,,
DogtraBundle-48,DogtraBundle-48,,,,,,,,,,Dogtra YS300 No Bark Collar Bundle With Dogtra BC5AUTO Auto Charger,"This Bundle Contains: 1 Dogtra YS300 No Bark Collar + 1 Dogtra BC5AUTO Auto Charger<br><b>Dogtra YS300 No Bark Collar</b><br>YS300 No-Bark Collar. For dogs 10 pounds and up. Bark recognition; distinguishes bark from surrounding noises. 6 intensity levels. Non-electrical stimulation warning. 2-hour rapid charge Lithium Polymer batteries. LED battery life indicator. Fully waterproof. Charger included<br><br><b>Dogtra BC5AUTO Auto Charger</b><br>The Dogtra BC5AUTO is a 5 Volt battery charger for lithium-polymer batteries. It works with 200C, 280C, EF-3000 Gold receiver iQ Series dog training collars.<br>",,114.98,114.98,,,,,,,
DogtraBundle-49,DogtraBundle-49,,,,,,,,,,"Dogtra YS600 No Bark Collar Bundle With Dogtra 1"" X 30"" Collar Strap - Black","This Bundle Contains: 1 Dogtra YS600 No Bark Collar + 1 Dogtra 1"" X 30"" Collar Strap - Black<br><b>Dogtra YS600 No Bark Collar</b><br>Ultra-Compact Receiver/Collar. Water Resistant Receiver/Collar. Vocal Cord Sensor. Low to Medium Power Stimulation. Stimulation Levels 1-6. For Dogs as Small as 10 lbs.. Enhanced contact points. Superior advanced bark sensor.. Pager vibration feature.. 2 hour rapid charge batteries. Replaceable Coin Lithium Batteries Included. Built-in Accelerometer Bark Sensor. Perfect for dogs that are 35 lbs. or more<br><br><b>Dogtra 1"" X 30"" Collar Strap - Black</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,99.98,99.98,,,,,,,
DogtraBundle-50,DogtraBundle-50,,,,,,,,,,"Dogtra YS600 No Bark Collar Bundle With Dogtra 1"" X 30"" Collar Strap - Orange","This Bundle Contains: 1 Dogtra YS600 No Bark Collar + 1 Dogtra 1"" X 30"" Collar Strap - Orange<br><b>Dogtra YS600 No Bark Collar</b><br>Ultra-Compact Receiver/Collar. Water Resistant Receiver/Collar. Vocal Cord Sensor. Low to Medium Power Stimulation. Stimulation Levels 1-6. For Dogs as Small as 10 lbs.. Enhanced contact points. Superior advanced bark sensor.. Pager vibration feature.. 2 hour rapid charge batteries. Replaceable Coin Lithium Batteries Included. Built-in Accelerometer Bark Sensor. Perfect for dogs that are 35 lbs. or more<br><br><b>Dogtra 1"" X 30"" Collar Strap - Orange</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,99.98,99.98,,,,,,,
