sku,mpn,_type,_attribute_set,_category,_root_category,status,is_purchaseable,manufacturer,brand,suppliers,name,description,short_description,map,price,_group_price_website,_group_price_customer_group,_group_price_price,donation_cost,donation_percent,tax_class_id,_product_websites
DogtraBundle-51,DogtraBundle-51,,,,,,,,,,"Dogtra YS600 No Bark Collar Bundle With Dogtra 1"" X 30"" Collar Strap - Blue","This Bundle Contains: 1 Dogtra YS600 No Bark Collar + 1 Dogtra 1"" X 30"" Collar Strap - Blue<br><b>Dogtra YS600 No Bark Collar</b><br>Ultra-Compact Receiver/Collar. Water Resistant Receiver/Collar. Vocal Cord Sensor. Low to Medium Power Stimulation. Stimulation Levels 1-6. For Dogs as Small as 10 lbs.. Enhanced contact points. Superior advanced bark sensor.. Pager vibration feature.. 2 hour rapid charge batteries. Replaceable Coin Lithium Batteries Included. Built-in Accelerometer Bark Sensor. Perfect for dogs that are 35 lbs. or more<br><br><b>Dogtra 1"" X 30"" Collar Strap - Blue</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,99.98,99.98,,,,,,,
DogtraBundle-52,DogtraBundle-52,,,,,,,,,,"Dogtra YS600 No Bark Collar Bundle With Dogtra 1"" X 30"" Collar Strap - Green","This Bundle Contains: 1 Dogtra YS600 No Bark Collar + 1 Dogtra 1"" X 30"" Collar Strap - Green<br><b>Dogtra YS600 No Bark Collar</b><br>Ultra-Compact Receiver/Collar. Water Resistant Receiver/Collar. Vocal Cord Sensor. Low to Medium Power Stimulation. Stimulation Levels 1-6. For Dogs as Small as 10 lbs.. Enhanced contact points. Superior advanced bark sensor.. Pager vibration feature.. 2 hour rapid charge batteries. Replaceable Coin Lithium Batteries Included. Built-in Accelerometer Bark Sensor. Perfect for dogs that are 35 lbs. or more<br><br><b>Dogtra 1"" X 30"" Collar Strap - Green</b><br> Technical Features for Dogtra 1"" X 30"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,99.98,99.98,,,,,,,
DogtraBundle-53,DogtraBundle-53,,,,,,,,,,Dogtra YS600 No Bark Collar Bundle With Dogtra BC5AUTO Auto Charger,"This Bundle Contains: 1 Dogtra YS600 No Bark Collar + 1 Dogtra BC5AUTO Auto Charger<br><b>Dogtra YS600 No Bark Collar</b><br>Ultra-Compact Receiver/Collar. Water Resistant Receiver/Collar. Vocal Cord Sensor. Low to Medium Power Stimulation. Stimulation Levels 1-6. For Dogs as Small as 10 lbs.. Enhanced contact points. Superior advanced bark sensor.. Pager vibration feature.. 2 hour rapid charge batteries. Replaceable Coin Lithium Batteries Included. Built-in Accelerometer Bark Sensor. Perfect for dogs that are 35 lbs. or more<br><br><b>Dogtra BC5AUTO Auto Charger</b><br>The Dogtra BC5AUTO is a 5 Volt battery charger for lithium-polymer batteries. It works with 200C, 280C, EF-3000 Gold receiver iQ Series dog training collars.<br>",,119.98,119.98,,,,,,,
DogtraBundle-54,DogtraBundle-54,,,,,,,,,,"Dogtra 200C Remote Trainer Bundle With Dogtra 3/4"" x 28"" Collar Strap - Black","This Bundle Contains: 1 Dogtra 200C Remote Trainer + 1 Dogtra 3/4"" x 28"" Collar Strap - Black<br><b>Dogtra 200C Remote Trainer</b><br>The Dogtra 200C is a dog trainer system for one dog. This ultra-compact receiver/collar is designed for dogs as small as 10 lbs. Features 'Nick' and 'Constant' stimulation along with the High Performance Pager. The receiver and collar are fully waterproof. The patented front facing Rheostat Dial with 0-100 stimulation levels is conveniently located near your thumb for gradual and precise control.<br><br><b>Dogtra 3/4"" x 28"" Collar Strap - Black</b><br> Technical Features for Dogtra 3/4"" x 28"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,199.98,199.98,,,,,,,
DogtraBundle-55,DogtraBundle-55,,,,,,,,,,"Dogtra 200C Remote Trainer Bundle With Dogtra 3/4"" x 28"" Collar Strap - Orange","This Bundle Contains: 1 Dogtra 200C Remote Trainer + 1 Dogtra 3/4"" x 28"" Collar Strap - Orange<br><b>Dogtra 200C Remote Trainer</b><br>The Dogtra 200C is a dog trainer system for one dog. This ultra-compact receiver/collar is designed for dogs as small as 10 lbs. Features 'Nick' and 'Constant' stimulation along with the High Performance Pager. The receiver and collar are fully waterproof. The patented front facing Rheostat Dial with 0-100 stimulation levels is conveniently located near your thumb for gradual and precise control.<br><br><b>Dogtra 3/4"" x 28"" Collar Strap - Orange</b><br> Technical Features for Dogtra 3/4"" x 28"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,199.98,199.98,,,,,,,
DogtraBundle-56,DogtraBundle-56,,,,,,,,,,"Dogtra 200C Remote Trainer Bundle With Dogtra 3/4"" x 28"" Collar Strap - Blue","This Bundle Contains: 1 Dogtra 200C Remote Trainer + 1 Dogtra 3/4"" x 28"" Collar Strap - Blue<br><b>Dogtra 200C Remote Trainer</b><br>The Dogtra 200C is a dog trainer system for one dog. This ultra-compact receiver/collar is designed for dogs as small as 10 lbs. Features 'Nick' and 'Constant' stimulation along with the High Performance Pager. The receiver and collar are fully waterproof. The patented front facing Rheostat Dial with 0-100 stimulation levels is conveniently located near your thumb for gradual and precise control.<br><br><b>Dogtra 3/4"" x 28"" Collar Strap - Blue</b><br> Technical Features for Dogtra 3/4"" x 28"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,199.98,199.98,,,,,,,
DogtraBundle-57,DogtraBundle-57,,,,,,,,,,"Dogtra 200C Remote Trainer Bundle With Dogtra 3/4"" x 28"" Collar Strap - Green","This Bundle Contains: 1 Dogtra 200C Remote Trainer + 1 Dogtra 3/4"" x 28"" Collar Strap - Green<br><b>Dogtra 200C Remote Trainer</b><br>The Dogtra 200C is a dog trainer system for one dog. This ultra-compact receiver/collar is designed for dogs as small as 10 lbs. Features 'Nick' and 'Constant' stimulation along with the High Performance Pager. The receiver and collar are fully waterproof. The patented front facing Rheostat Dial with 0-100 stimulation levels is conveniently located near your thumb for gradual and precise control.<br><br><b>Dogtra 3/4"" x 28"" Collar Strap - Green</b><br> Technical Features for Dogtra 3/4"" x 28"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,199.98,199.98,,,,,,,
DogtraBundle-58,DogtraBundle-58,,,,,,,,,,Dogtra 200C Remote Trainer Bundle With Dogtra BC5AUTO Auto Charger,"This Bundle Contains: 1 Dogtra 200C Remote Trainer + 1 Dogtra BC5AUTO Auto Charger<br><b>Dogtra 200C Remote Trainer</b><br>The Dogtra 200C is a dog trainer system for one dog. This ultra-compact receiver/collar is designed for dogs as small as 10 lbs. Features 'Nick' and 'Constant' stimulation along with the High Performance Pager. The receiver and collar are fully waterproof. The patented front facing Rheostat Dial with 0-100 stimulation levels is conveniently located near your thumb for gradual and precise control.<br><br><b>Dogtra BC5AUTO Auto Charger</b><br>The Dogtra BC5AUTO is a 5 Volt battery charger for lithium-polymer batteries. It works with 200C, 280C, EF-3000 Gold receiver iQ Series dog training collars.<br>",,219.98,219.98,,,,,,,
DogtraBundle-59,DogtraBundle-59,,,,,,,,,,"Dogtra 280C Remote Trainer Bundle With Dogtra 3/4"" x 28"" Collar Strap - Black","This Bundle Contains: 1 Dogtra 280C Remote Trainer + 1 Dogtra 3/4"" x 28"" Collar Strap - Black<br><b>Dogtra 280C Remote Trainer</b><br>The Dogtra 280C is an e-collar offering all the key essentials for dog training in an ultra-compact unit without sacrificing the benefits of a remote training tool. It is an ultra-compact system that packs all the features of the larger units but designed for dogs as small as 10 lbs.The handheld transmitter and receiver/collar features 2-hour rapid charge batteries, along with a 1/2-mile range. The Dogtra 280C e-collar is packaged with the smallest ultra-compact receiver from Dogtra that offers Low-Mid stimulation from 1-127 levels at your fingertips. The 1-127 stimulation level is controlled by a Rheostat Intensity Dial, a Dogtra's own patented technology.<br><br><b>Dogtra 3/4"" x 28"" Collar Strap - Black</b><br> Technical Features for Dogtra 3/4"" x 28"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,224.98,224.98,,,,,,,
DogtraBundle-60,DogtraBundle-60,,,,,,,,,,"Dogtra 280C Remote Trainer Bundle With Dogtra 3/4"" x 28"" Collar Strap - Orange","This Bundle Contains: 1 Dogtra 280C Remote Trainer + 1 Dogtra 3/4"" x 28"" Collar Strap - Orange<br><b>Dogtra 280C Remote Trainer</b><br>The Dogtra 280C is an e-collar offering all the key essentials for dog training in an ultra-compact unit without sacrificing the benefits of a remote training tool. It is an ultra-compact system that packs all the features of the larger units but designed for dogs as small as 10 lbs.The handheld transmitter and receiver/collar features 2-hour rapid charge batteries, along with a 1/2-mile range. The Dogtra 280C e-collar is packaged with the smallest ultra-compact receiver from Dogtra that offers Low-Mid stimulation from 1-127 levels at your fingertips. The 1-127 stimulation level is controlled by a Rheostat Intensity Dial, a Dogtra's own patented technology.<br><br><b>Dogtra 3/4"" x 28"" Collar Strap - Orange</b><br> Technical Features for Dogtra 3/4"" x 28"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,224.98,224.98,,,,,,,
DogtraBundle-61,DogtraBundle-61,,,,,,,,,,"Dogtra 280C Remote Trainer Bundle With Dogtra 3/4"" x 28"" Collar Strap - Blue","This Bundle Contains: 1 Dogtra 280C Remote Trainer + 1 Dogtra 3/4"" x 28"" Collar Strap - Blue<br><b>Dogtra 280C Remote Trainer</b><br>The Dogtra 280C is an e-collar offering all the key essentials for dog training in an ultra-compact unit without sacrificing the benefits of a remote training tool. It is an ultra-compact system that packs all the features of the larger units but designed for dogs as small as 10 lbs.The handheld transmitter and receiver/collar features 2-hour rapid charge batteries, along with a 1/2-mile range. The Dogtra 280C e-collar is packaged with the smallest ultra-compact receiver from Dogtra that offers Low-Mid stimulation from 1-127 levels at your fingertips. The 1-127 stimulation level is controlled by a Rheostat Intensity Dial, a Dogtra's own patented technology.<br><br><b>Dogtra 3/4"" x 28"" Collar Strap - Blue</b><br> Technical Features for Dogtra 3/4"" x 28"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,224.98,224.98,,,,,,,
DogtraBundle-62,DogtraBundle-62,,,,,,,,,,"Dogtra 280C Remote Trainer Bundle With Dogtra 3/4"" x 28"" Collar Strap - Green","This Bundle Contains: 1 Dogtra 280C Remote Trainer + 1 Dogtra 3/4"" x 28"" Collar Strap - Green<br><b>Dogtra 280C Remote Trainer</b><br>The Dogtra 280C is an e-collar offering all the key essentials for dog training in an ultra-compact unit without sacrificing the benefits of a remote training tool. It is an ultra-compact system that packs all the features of the larger units but designed for dogs as small as 10 lbs.The handheld transmitter and receiver/collar features 2-hour rapid charge batteries, along with a 1/2-mile range. The Dogtra 280C e-collar is packaged with the smallest ultra-compact receiver from Dogtra that offers Low-Mid stimulation from 1-127 levels at your fingertips. The 1-127 stimulation level is controlled by a Rheostat Intensity Dial, a Dogtra's own patented technology.<br><br><b>Dogtra 3/4"" x 28"" Collar Strap - Green</b><br> Technical Features for Dogtra 3/4"" x 28"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,224.98,224.98,,,,,,,
DogtraBundle-63,DogtraBundle-63,,,,,,,,,,Dogtra 280C Remote Trainer Bundle With Dogtra BC5AUTO Auto Charger,"This Bundle Contains: 1 Dogtra 280C Remote Trainer + 1 Dogtra BC5AUTO Auto Charger<br><b>Dogtra 280C Remote Trainer</b><br>The Dogtra 280C is an e-collar offering all the key essentials for dog training in an ultra-compact unit without sacrificing the benefits of a remote training tool. It is an ultra-compact system that packs all the features of the larger units but designed for dogs as small as 10 lbs.The handheld transmitter and receiver/collar features 2-hour rapid charge batteries, along with a 1/2-mile range. The Dogtra 280C e-collar is packaged with the smallest ultra-compact receiver from Dogtra that offers Low-Mid stimulation from 1-127 levels at your fingertips. The 1-127 stimulation level is controlled by a Rheostat Intensity Dial, a Dogtra's own patented technology.<br><br><b>Dogtra BC5AUTO Auto Charger</b><br>The Dogtra BC5AUTO is a 5 Volt battery charger for lithium-polymer batteries. It works with 200C, 280C, EF-3000 Gold receiver iQ Series dog training collars.<br>",,244.98,244.98,,,,,,,
DogtraBundle-64,DogtraBundle-64,,,,,,,,,,"Dogtra 282C Two-Dog Remote Trainer Bundle With Dogtra 3/4"" x 28"" Collar Strap - Black","This Bundle Contains: 1 Dogtra 282C Two-Dog Remote Trainer + 1 Dogtra 3/4"" x 28"" Collar Strap - Black<br><b>Dogtra 282C Two-Dog Remote Trainer</b><br>The Dogtra 282C is an e-collar offering all the key essentials for dog training in an ultra-compact unit without sacrificing the benefits of a remote training tool. It is an ultra-compact system that packs all the features of the larger units but designed for dogs as small as 10 lbs.The handheld transmitter and receivers/collars features 2-hour rapid charge batteries, along with a 1/2-mile range. The Dogtra 280C e-collar is packaged with Two smallest ultra-compact receivers for a Two dogs that offers Low-Mid stimulation from 1-127 levels at your fingertips. The 1-127 stimulation level is controlled by a Rheostat Intensity Dial, a Dogtra's own patented technology.<br><br><b>Dogtra 3/4"" x 28"" Collar Strap - Black</b><br> Technical Features for Dogtra 3/4"" x 28"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,339.98,339.98,,,,,,,
DogtraBundle-65,DogtraBundle-65,,,,,,,,,,"Dogtra 282C Two-Dog Remote Trainer Bundle With Dogtra 3/4"" x 28"" Collar Strap - Orange","This Bundle Contains: 1 Dogtra 282C Two-Dog Remote Trainer + 1 Dogtra 3/4"" x 28"" Collar Strap - Orange<br><b>Dogtra 282C Two-Dog Remote Trainer</b><br>The Dogtra 282C is an e-collar offering all the key essentials for dog training in an ultra-compact unit without sacrificing the benefits of a remote training tool. It is an ultra-compact system that packs all the features of the larger units but designed for dogs as small as 10 lbs.The handheld transmitter and receivers/collars features 2-hour rapid charge batteries, along with a 1/2-mile range. The Dogtra 280C e-collar is packaged with Two smallest ultra-compact receivers for a Two dogs that offers Low-Mid stimulation from 1-127 levels at your fingertips. The 1-127 stimulation level is controlled by a Rheostat Intensity Dial, a Dogtra's own patented technology.<br><br><b>Dogtra 3/4"" x 28"" Collar Strap - Orange</b><br> Technical Features for Dogtra 3/4"" x 28"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,339.98,339.98,,,,,,,
DogtraBundle-66,DogtraBundle-66,,,,,,,,,,"Dogtra 282C Two-Dog Remote Trainer Bundle With Dogtra 3/4"" x 28"" Collar Strap - Blue","This Bundle Contains: 1 Dogtra 282C Two-Dog Remote Trainer + 1 Dogtra 3/4"" x 28"" Collar Strap - Blue<br><b>Dogtra 282C Two-Dog Remote Trainer</b><br>The Dogtra 282C is an e-collar offering all the key essentials for dog training in an ultra-compact unit without sacrificing the benefits of a remote training tool. It is an ultra-compact system that packs all the features of the larger units but designed for dogs as small as 10 lbs.The handheld transmitter and receivers/collars features 2-hour rapid charge batteries, along with a 1/2-mile range. The Dogtra 280C e-collar is packaged with Two smallest ultra-compact receivers for a Two dogs that offers Low-Mid stimulation from 1-127 levels at your fingertips. The 1-127 stimulation level is controlled by a Rheostat Intensity Dial, a Dogtra's own patented technology.<br><br><b>Dogtra 3/4"" x 28"" Collar Strap - Blue</b><br> Technical Features for Dogtra 3/4"" x 28"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,339.98,339.98,,,,,,,
DogtraBundle-67,DogtraBundle-67,,,,,,,,,,"Dogtra 282C Two-Dog Remote Trainer Bundle With Dogtra 3/4"" x 28"" Collar Strap - Green","This Bundle Contains: 1 Dogtra 282C Two-Dog Remote Trainer + 1 Dogtra 3/4"" x 28"" Collar Strap - Green<br><b>Dogtra 282C Two-Dog Remote Trainer</b><br>The Dogtra 282C is an e-collar offering all the key essentials for dog training in an ultra-compact unit without sacrificing the benefits of a remote training tool. It is an ultra-compact system that packs all the features of the larger units but designed for dogs as small as 10 lbs.The handheld transmitter and receivers/collars features 2-hour rapid charge batteries, along with a 1/2-mile range. The Dogtra 280C e-collar is packaged with Two smallest ultra-compact receivers for a Two dogs that offers Low-Mid stimulation from 1-127 levels at your fingertips. The 1-127 stimulation level is controlled by a Rheostat Intensity Dial, a Dogtra's own patented technology.<br><br><b>Dogtra 3/4"" x 28"" Collar Strap - Green</b><br> Technical Features for Dogtra 3/4"" x 28"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,339.98,339.98,,,,,,,
DogtraBundle-68,DogtraBundle-68,,,,,,,,,,Dogtra 282C Two-Dog Remote Trainer Bundle With Dogtra BC5AUTO Auto Charger,"This Bundle Contains: 1 Dogtra 282C Two-Dog Remote Trainer + 1 Dogtra BC5AUTO Auto Charger<br><b>Dogtra 282C Two-Dog Remote Trainer</b><br>The Dogtra 282C is an e-collar offering all the key essentials for dog training in an ultra-compact unit without sacrificing the benefits of a remote training tool. It is an ultra-compact system that packs all the features of the larger units but designed for dogs as small as 10 lbs.The handheld transmitter and receivers/collars features 2-hour rapid charge batteries, along with a 1/2-mile range. The Dogtra 280C e-collar is packaged with Two smallest ultra-compact receivers for a Two dogs that offers Low-Mid stimulation from 1-127 levels at your fingertips. The 1-127 stimulation level is controlled by a Rheostat Intensity Dial, a Dogtra's own patented technology.<br><br><b>Dogtra BC5AUTO Auto Charger</b><br>The Dogtra BC5AUTO is a 5 Volt battery charger for lithium-polymer batteries. It works with 200C, 280C, EF-3000 Gold receiver iQ Series dog training collars.<br>",,359.98,359.98,,,,,,,
DogtraBundle-69,DogtraBundle-69,,,,,,,,,,"Dogtra 202C Two-Dog Remote Trainer Bundle With Dogtra 3/4"" x 28"" Collar Strap - Black","This Bundle Contains: 1 Dogtra 202C Two-Dog Remote Trainer + 1 Dogtra 3/4"" x 28"" Collar Strap - Black<br><b>Dogtra 202C Two-Dog Remote Trainer</b><br>The Dogtra 202C is a dog trainer system for two small dogs. This ultra-compact receiver/collar is designed for dogs as small as 10 lbs. Features 'Nick' and 'Constant' stimulation along with the High-Performance Pager. The receiver and collar are fully waterproof. The patented front facing Rheostat Dial with 0-100 stimulation levels is conveniently located near your thumb for gradual and precise control.<br><br><b>Dogtra 3/4"" x 28"" Collar Strap - Black</b><br> Technical Features for Dogtra 3/4"" x 28"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,309.98,309.98,,,,,,,
DogtraBundle-70,DogtraBundle-70,,,,,,,,,,"Dogtra 202C Two-Dog Remote Trainer Bundle With Dogtra 3/4"" x 28"" Collar Strap - Orange","This Bundle Contains: 1 Dogtra 202C Two-Dog Remote Trainer + 1 Dogtra 3/4"" x 28"" Collar Strap - Orange<br><b>Dogtra 202C Two-Dog Remote Trainer</b><br>The Dogtra 202C is a dog trainer system for two small dogs. This ultra-compact receiver/collar is designed for dogs as small as 10 lbs. Features 'Nick' and 'Constant' stimulation along with the High-Performance Pager. The receiver and collar are fully waterproof. The patented front facing Rheostat Dial with 0-100 stimulation levels is conveniently located near your thumb for gradual and precise control.<br><br><b>Dogtra 3/4"" x 28"" Collar Strap - Orange</b><br> Technical Features for Dogtra 3/4"" x 28"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,309.98,309.98,,,,,,,
DogtraBundle-71,DogtraBundle-71,,,,,,,,,,"Dogtra 202C Two-Dog Remote Trainer Bundle With Dogtra 3/4"" x 28"" Collar Strap - Blue","This Bundle Contains: 1 Dogtra 202C Two-Dog Remote Trainer + 1 Dogtra 3/4"" x 28"" Collar Strap - Blue<br><b>Dogtra 202C Two-Dog Remote Trainer</b><br>The Dogtra 202C is a dog trainer system for two small dogs. This ultra-compact receiver/collar is designed for dogs as small as 10 lbs. Features 'Nick' and 'Constant' stimulation along with the High-Performance Pager. The receiver and collar are fully waterproof. The patented front facing Rheostat Dial with 0-100 stimulation levels is conveniently located near your thumb for gradual and precise control.<br><br><b>Dogtra 3/4"" x 28"" Collar Strap - Blue</b><br> Technical Features for Dogtra 3/4"" x 28"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,309.98,309.98,,,,,,,
DogtraBundle-72,DogtraBundle-72,,,,,,,,,,"Dogtra 202C Two-Dog Remote Trainer Bundle With Dogtra 3/4"" x 28"" Collar Strap - Green","This Bundle Contains: 1 Dogtra 202C Two-Dog Remote Trainer + 1 Dogtra 3/4"" x 28"" Collar Strap - Green<br><b>Dogtra 202C Two-Dog Remote Trainer</b><br>The Dogtra 202C is a dog trainer system for two small dogs. This ultra-compact receiver/collar is designed for dogs as small as 10 lbs. Features 'Nick' and 'Constant' stimulation along with the High-Performance Pager. The receiver and collar are fully waterproof. The patented front facing Rheostat Dial with 0-100 stimulation levels is conveniently located near your thumb for gradual and precise control.<br><br><b>Dogtra 3/4"" x 28"" Collar Strap - Green</b><br> Technical Features for Dogtra 3/4"" x 28"" Collar Strap - A metal rollerbuckle is easy to fasten and the metal D-ring allows for quick connection to the leash.<br>",,309.98,309.98,,,,,,,
DogtraBundle-73,DogtraBundle-73,,,,,,,,,,Dogtra 202C Two-Dog Remote Trainer Bundle With Dogtra BC5AUTO Auto Charger,"This Bundle Contains: 1 Dogtra 202C Two-Dog Remote Trainer + 1 Dogtra BC5AUTO Auto Charger<br><b>Dogtra 202C Two-Dog Remote Trainer</b><br>The Dogtra 202C is a dog trainer system for two small dogs. This ultra-compact receiver/collar is designed for dogs as small as 10 lbs. Features 'Nick' and 'Constant' stimulation along with the High-Performance Pager. The receiver and collar are fully waterproof. The patented front facing Rheostat Dial with 0-100 stimulation levels is conveniently located near your thumb for gradual and precise control.<br><br><b>Dogtra BC5AUTO Auto Charger</b><br>The Dogtra BC5AUTO is a 5 Volt battery charger for lithium-polymer batteries. It works with 200C, 280C, EF-3000 Gold receiver iQ Series dog training collars.<br>",,329.98,329.98,,,,,,,
DogtraBundle-74,DogtraBundle-74,,,,,,,,,,Dogtra 3500X DUAL DIAL Remote Training Collar Bundle With Dogtra Auto Charger BC10AUTO Car Charger,"This Bundle Contains: 1 Dogtra 3500X DUAL DIAL Remote Training Collar + 1 Dogtra Auto Charger BC10AUTO Car Charger<br><b>Dogtra 3500X DUAL DIAL Remote Training Collar</b><br>The Dogtra 3500X is packaged with a professional grade DUAL DIAL transmitter and IPX9K certified waterproof receiver. The unit is fully waterproof with a 1.5 mile range. It offers 8 levels of Nick/Constant stimulation as well as features High Performance Pager Vibration. The receiver is equipped with Stimulation Level Lock, HPP vibration, audible tone, 8-level Selector Dial, and expandable DUAL DIAL for independent 2-dog control. The 3500X remote training collar comes with a dimmable OLED screen and two sets of the Selector Dial and buttons dedicated to each collar, which allows flawless and effective operation of the collars without switching levels back and forth.<br><br><b>Dogtra Auto Charger BC10AUTO Car Charger</b><br>The Dogtra BC10 Auto is a replacement battery charger for 1902S, 2300, 2500T&B, 3500 series dog training collars.<br>",,399.98,399.98,,,,,,,
DogtraBundle-75,DogtraBundle-75,,,,,,,,,,Dogtra 3502X Remote Trainer Bundle With Dogtra Auto Charger BC10AUTO Car Charger,"This Bundle Contains: 1 Dogtra 3502X Remote Trainer + 1 Dogtra Auto Charger BC10AUTO Car Charger<br><b>Dogtra 3502X Remote Trainer</b><br>The Dogtra 3502X is designed for advanced handlers and features grade DUAL DIAL transmitter and IPX9K certified waterproof receiver. It comes with 1.5-mile range, Stimulation Level Lock, single-button Nick/Constant stimulation, HPP vibration, audible tone, 8-level Selector Dial, and expandable DUAL DIAL for independent 2-dog control. The expandable DUAL DIAL transmitter of the 3502X comes with a dimmable OLED screen and two sets of the Selector Dial and buttons dedicated to each collar, which allows seamless and effective operation of the collars without switching levels back and forth. It is an ideal tool for elevating hunting/competition performance or training tactical K-9 operation..<br><br><b>Dogtra Auto Charger BC10AUTO Car Charger</b><br>The Dogtra BC10 Auto is a replacement battery charger for 1902S, 2300, 2500T&B, 3500 series dog training collars.<br>",,529.98,529.98,,,,,,,
